Author(s),Year,r,n,Other Info
Phillips & Bruch,1988,0.19,70,From d. Men
Phillips & Bruch,1988,0.19,81,From d. Women
Hardin et al.,2006,-0.09,85,Women. Environmental Only
Hardin et al.,2006,-0.2,76,Men. Environmental Only
Hamer & Bruch,1997,-0.071,100,Composite of Self & Environmental
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
